CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-35203,access control issue,,access sensitive system information,,unauthenticated attackers,TrendNet TV-IP572PI,v1.0,
CVE-2022-35487,incorrect access control,,gain access to attachments,,unauthenticated attacker,Zammad,5.2.0,certain attachment endpoints
CVE-2022-36263,incorrect access control,,execute arbitrary code,crafted .exe file,attacker,StreamLabs Desktop Application,1.9.0,obs64.exe
CVE-2022-36562,incorrect access control,,execute arbitrary code,overwriting binaries located in the directory,authenticated attackers,Rubyinstaller2,v3.1.2 and below,install directory (C:\\Ruby31-x64)
CVE-2022-36563,incorrect access control,,execute arbitrary code,overwriting binaries located in the directory,authenticated attackers,Rubyinstaller2,v3.1.2 and below,install directory (C:\\RailsInstaller)
CVE-2022-36564,incorrect access control,,execute arbitrary code,overwriting binaries located in the directory,authenticated attackers,StrawberryPerl,v5.32.1.1 and below,install directory (C:\\Strawberry)
CVE-2022-36565,incorrect access control,,execute arbitrary code,overwriting binaries located in the directory,authenticated attackers,Wamp,v3.2.6 and below,install directory (C:\\Wamp64)
CVE-2022-36634,access control issue,,arbitrarily create admin users,crafted HTTP request,attackers,ZKTeco ZKBioSecurity,V5000 3.0.5_r,
CVE-2022-37172,incorrect access control,,execute arbitrary code,overwriting binaries located in the directory,authenticated attackers,Msys2,v20220603 and below,install directory (C:\\msys64)
CVE-2022-3780,improper user deletion,,access unauthorized data,,deleted users,Remote Desktop Manager,2022.3.7 and below,MySQL data sources
CVE-2022-3880,missing authorisation and CSRF check,,install and activate arbitrary plugins from wordpress.org,AJAX action,any authenticated users,Disable Json API|Login Lockdown|XMLRPC|Pingback|Stop User Enumeration Anti Hacker Scan WordPress plugin,before 4.20,
CVE-2022-3881,missing authorisation and CSRF check,,install and activate arbitrary plugins from wordpress.org,AJAX action,any authenticated users,WP Tools Increase Maximum Limits|Repair|Server PHP Info|Javascript errors|File Permissions|Transients|Error Log WordPress plugin,before 3.43,
CVE-2022-3883,missing authorisation and CSRF check,,install and activate arbitrary plugins from wordpress.org,AJAX action,any authenticated users,Block Bad Bots and Stop Bad Bots Crawlers and Spiders and Anti Spam Protection WordPress plugin,before 7.24,
CVE-2022-39029,inadequate authorization,,access sensitive information,,remote attacker with general user privilege,Smart eVision,,database query function
CVE-2022-39030,inadequate authorization,,access sensitive information,,unauthenticated remote attacker,smart eVision,,system information query function
CVE-2022-39031,insufficient authorization,,acquire the Session IDs of other general users,,unauthorized remote attacker,Smart eVision,,task acquisition function
CVE-2022-30959,missing permission check,,connect to an attacker-specified SSH server using attacker-specified credentials IDs,,attackers with Overall/Read permission,Jenkins SSH Plugin,2.6.1 and earlier,
CVE-2022-3096,improper access control,,modify the plugin's settings|perform Stored Cross-Site Scripting attacks,,low privilege users,WP Total Hacks WordPress plugin,through 4.7.2,
CVE-2022-3124,missing authentication,,rename uploaded files from users|change the content of arbitrary files on the web server,,any unauthenticated user,Frontend File Manager Plugin WordPress plugin,before 21.3,
CVE-2022-31752,missing authorization,,,,,,,system components
CVE-2022-31765,improper authorization,,escalate privileges,,low privileged users,,,web interface
CVE-2022-3244,missing authorisation,,access some of the plugin features,,,Import all XML|CSV & TXT WordPress plugin,before 6.5.8,
CVE-2022-32966,missing authorization,,connect to DASH service port to disrupt service,,unauthenticated attacker within the adjacent network,RTL8168FP-CG,,Dash remote management function
CVE-2022-3320,improper access control,,bypass administrative restrictions,using warp-cli 'set-custom-endpoint' subcommand with an unreachable endpoint,,,,Zero Trust Secure Web Gateway
CVE-2022-3321,improper access control,,bypass restrictions and policies,"enabling both ""Disable for cellular networks"" and ""Disable for Wi-Fi networks"" switches at once",,WARP iOS mobile client,,Lock WARP switch feature
CVE-2022-3337,improper access control,,bypass policies and restrictions,deleting a VPN profile,,WARP mobile client on iOS platform,,Lock WARP switch feature
CVE-2022-33733,improper access control,,get bluetooth connection information without permission,,attacker,Charm by Samsung,prior to version 1.2.3,onCharacteristicRead
CVE-2022-33734,improper access control,,get bluetooth connection information without permission,,attacker,Charm by Samsung,prior to version 1.2.3,onCharacteristicChanged
CVE-2022-34180,incorrect permission check,,obtain the build status badge icon for any attacker-specified job and/or build,,attackers without any permissions,Jenkins Embeddable Build Status Plugin,2.0.3 and earlier,"HTTP endpoint for ""unprotected"" status badge access"
CVE-2022-34201,missing permission check,,connect to an attacker-specified URL,,attackers with Overall/Read permission,Jenkins Convertigo Mobile Platform Plugin,1.1 and earlier,
CVE-2022-34204,missing permission check,,connect to an attacker-specified HTTP server,,attackers with Overall/Read permission,Jenkins EasyQA Plugin,1.0 and earlier,
CVE-2022-34206,missing permission check,,send HTTP POST requests to an attacker-specified URL,,attackers with Overall/Read permission,Jenkins Jianliao Notification Plugin,1.1 and earlier,
CVE-2022-34208,missing permission check,,connect to an attacker-specified URL,,attackers with Overall/Read permission,Jenkins Beaker builder Plugin,1.10 and earlier,
CVE-2022-34210,missing permission check,,connect to an attacker-specified URL,,attackers with Overall/Read permission,Jenkins ThreadFix Plugin,1.5.4 and earlier,
CVE-2022-34212,missing permission check,,send an HTTP POST request to an attacker-specified URL,,attackers with Overall/Read permission,Jenkins vRealize Orchestrator Plugin,3.0 and earlier,
CVE-2022-3451,missing authorisation and CSRF checks,,update arbitrary options,AJAX actions,users with a role as low as subscriber,Product Stock Manager WordPress plugin,before 1.0.5,
CVE-2022-34779,missing permission check,,enumerate credentials IDs of credentials stored in Jenkins,,attackers with Overall/Read permission,Jenkins XebiaLabs XL Release Plugin,22.0.0 and earlier,
CVE-2022-34781,missing permission checks,,connect to an attacker-specified HTTP server using attacker-specified credentials IDs,,attackers with Overall/Read permission,Jenkins XebiaLabs XL Release Plugin,22.0.0 and earlier,
CVE-2022-34785,missing permission checks,,obtain information about jobs otherwise inaccessible to them,,attackers with Overall/Read permission,Jenkins build-metrics Plugin,1.3 and earlier,multiple HTTP endpoints
CVE-2022-34794,missing permission checks,,send an HTTP request to an attacker-specified URL and parse the response as XML,,attackers with Overall/Read permission,Jenkins Recipe Plugin,1.2 and earlier,
CVE-2021-27779,improper protection of sensitive information,,impersonate the server|eavesdrop on communications with the server,,attacker,VersionVault Express,,
CVE-2021-27783,improper protection of sensitive information,,expose unencrypted sensitive information,,,,,User generated PPKG file for Bulk Enroll
CVE-2021-40650,missing secure flag for cookie,,,,,Connx,6.2.0.1269 (20210623),
CVE-2022-0553,missing check for slot 0,,retrieve unencrypted firmware,,,,,
CVE-2022-20219,logic error,,leave user's directories unencrypted,,,,Android-10|Android-11|Android-12|Android-12L,StorageManagerService.java|UserManagerService.java
CVE-2022-29945,unencrypted information broadcast,,retrieve drone operator's physical location,,,,DJI drone devices sold in 2017 through 2022,AeroScope protocol
CVE-2022-30237,missing encryption of sensitive data,,recover authentication credentials,,attacker,Wiser Smart|EER21000 & EER21001,V4.5 and prior,
CVE-2022-3781,unencrypted sensitive data storage,,read Dashlane password and Keepass Server password,,database users,Devolutions Remote Desktop Manager|Devolutions Server,2022.2.26 and prior versions|2022.3.1 and prior versions,My Account Settings
CVE-2022-39014,improper protection of sensitive data,,access certain unencrypted sensitive parameters,,attacker,SAP BusinessObjects Business Intelligence Platform Central Management Console (CMC),430,
CVE-2022-40295,improper protection of sensitive data,,view unsalted user passwords|compromise plaintext passwords via offline attacks,,administrators,,,
CVE-2022-47715,unencrypted traffic,,steal cookie,,,Last Yard,22.09.8-1,
CVE-2021-23126,insecure random number generation,,,,,Joomla!,3.2.0 through 3.9.24,2FA secret generation
CVE-2021-23839,improper implementation of padding check,,accept a connection if a version rollback attack has occurred,,,OpenSSL,1.0.2s to 1.0.2x,RSA_padding_check_SSLv23() function
CVE-2021-25392,improper protection of backup path configuration,,get sensitive information,changing the path,local attackers,Samsung Dex,prior to SMR MAY-2021 Release 1,
CVE-2021-26726,improper access control,,execute commands with SYSTEM privileges,,,Valmet DNA,versions from Collection 2012 until Collection 2021,service listening on TCP port 1517
CVE-2021-27450,improper SSH configuration,,weaken SSH protocol strength,,,MU320E,all firmware versions prior to v04A00.1,SSH server configuration file
CVE-2021-27885,missing e_TOKEN protection mechanism,,,,,e107,through 2.3.0,usersettings.php
CVE-2021-31797,insecure user identification mechanism,,password disclosure,,,CyberArk Credential Provider,prior to 12.1,
CVE-2021-31898,use of HTTP instead of HTTPS,,,,,JetBrains WebStorm,before 2021.1,
CVE-2021-32066,improper handling of StartTLS failure,,bypass TLS protections,blocking the StartTLS command,man-in-the-middle attackers,Ruby,through 2.6.7|2.7.x through 2.7.3|3.x through 3.0.1,Net::IMAP
CVE-2021-37209,weak SSH ciphers,,read and modify any data passed over the connection,,,RUGGEDCOM devices,multiple versions,SSH server
CVE-2022-3206,improper password storage,,decode password,base64 decoding,,Passster WordPress plugin,before 3.5.5.5.2,"cookie named ""passster"""
CVE-2022-34445,weak password encoding,,information disclosure,,malicious local privileged attacker,Dell PowerScale OneFS,versions 8.2.x through 9.3.x,
CVE-2022-46825,,,information leak | leak information about open projects,,,JetBrains IntelliJ IDEA,before 2022.3,built-in web server
CVE-2021-20379,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Guardium Data Encryption (GDE),3.0.0.3 and 4.0.0.4,
CVE-2021-20406,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Verify Information Queue,1.0.6 and 1.0.7,
CVE-2021-20419,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Guardium,11.2,
CVE-2021-20441,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Verify Bridge,,
CVE-2021-20479,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Cloud Pak System,2.3.0 through 2.3.3.3 Interim Fix 1,
CVE-2021-20497,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Verify Access Docker,10.0.0,
CVE-2021-20566,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Resilient SOAR,V38.0,
CVE-2021-22212,improper key generation,,fail to load keys|generate shorter keys|pad keys,,,NTPsec,1.2.0,ntpkeygen
CVE-2021-22356,weak secure algorithm,,obtain information,capturing and analyzing the messages between devices,attackers,Huawei products,multiple versions,
CVE-2021-22738,broken or risky cryptographic algorithm,,unauthorized access,brute force attack,,homeLYnk (Wiser For KNX) and spaceLYnk,V2.60 and prior,
CVE-2021-22948,insecure session ID generation,,brute force session IDs,,,revive-adserver,< 5.3.0,
CVE-2021-23993,improper handling of invalid self signature,,prevent a user from sending encrypted email,creating a crafted OpenPGP key with a subkey that has an invalid self signature,attacker,Thunderbird,< 78.9.1,
CVE-2021-25761,weak session key generation,,birthday attack on SessionStorage key,,,JetBrains Ktor,before 1.5.0,
CVE-2021-25763,weak cipher suites,,,,,,JetBrains Ktor,before 1.4.2
CVE-2021-26099,missing cryptographic steps,,compromise confidentiality of encrypted master keys,,,FortiMail,before 7.0.0,Identity-Based Encryption service
CVE-2021-27756,weak TLS configuration,,decrypt traffic,,,BigFix Compliance,up to v2.0.5,
CVE-2021-29704,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security SOAR,,
CVE-2021-29722,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Sterling Secure Proxy,6.0.1|6.0.2|2.4.3.2|3.4.3.2,
CVE-2021-29723,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Sterling Secure Proxy,6.0.1|6.0.2|2.4.3.2|3.4.3.2,
CVE-2021-29750,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM QRadar SIEM,7.3 and 7.4,
CVE-2021-29894,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Cloud Pak for Security (CP4S),1.7.0.0|1.7.1.0|1.7.2.0|1.8.0.0,
CVE-2021-31556,improper RSA key length handling,,,,,MediaWiki,through 1.35.2,Oauth extension
CVE-2021-32591,missing cryptographic steps,,compromise the confidentiality of encrypted secrets,,,FortiSandbox|FortiWeb|FortiADC|FortiMail,before 4.0.1|before 6.3.12|before 6.2.1|7.0.1 and earlier,
CVE-2021-32593,broken or risky cryptographic algorithm,,decrypt and forge protocol communication messages,,unauthenticated remote attacker,FortiWAN,before 4.5.9,Dynamic Tunnel Protocol
CVE-2021-33018,broken or risky cryptographic algorithm,,exposure of sensitive information,,,Philips Vue PACS,12.2.x.x and prior,
CVE-2021-33582,improper hash table implementation,,denial of service,,,Cyrus IMAP,before 3.4.2,
CVE-2021-33846,weak encryption key for authentication tokens,,issue valid JWTs and impersonate arbitrary users,,attacker in possession of the key,Fresenius Kabi Vigilant Software Suite (Mastermed Dashboard),2.0.1.3,
CVE-2021-36647,broken or risky cryptographic algorithm,,recover private keys used in RSA,,attackers with access to precise enough timing and memory access information,Mbed TLS,all versions before 3.0.0|2.27.0 or 2.16.11,mbedtls_mpi_exp_mod() in lignum.c
CVE-2021-37606,insufficient protection against key recovery,,recover keys,,,Meow hash,0.5/calico,
CVE-2021-38921,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Verify,10.0.0|10.0.1.0|10.0.2.0,
CVE-2021-39002,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM DB2 for Linux|UNIX and Windows (includes DB2 Connect Server),9.7|10.1|10.5|11.1|11.5,
CVE-2021-39058,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Spectrum Copy Data Management,2.2.13 and earlier,
CVE-2021-39076,weak cryptographic algorithms,,decrypt sensitive information,,attacker,IBM Security Guardium,10.5 and 11.3,
CVE-2021-39082,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM UrbanCode Deploy (UCD),7.1.1.2,
CVE-2021-39182,use of insecure hashing algorithm,,,,,,EnroCrypt,prior to version 1.1.4
CVE-2021-40823,logic error in room key sharing,,steal room encryption keys|decrypt end-to-end encrypted messages,crafted Matrix protocol messages,malicious Matrix homeserver,matrix-js-sdk,before 12.4.1,
CVE-2021-40824,logic error in room key sharing,,steal room encryption keys|decrypt end-to-end encrypted messages,crafted Matrix protocol messages,malicious Matrix homeserver,Element Android|matrix-android-sdk2,before 1.2.2|before 1.2.2,
CVE-2021-41096,weak cryptographic algorithm,,,,,Rucky,2.2 and earlier for release builds|425 and earlier for nightly builds,
CVE-2021-41168,weak hash function,,denial of service attack,,,Snudown,prior to 1.7.0,reference table implementation
CVE-2021-41278,broken encryption implementation,,decrypt messages,,,Functions SDK for EdgeX,prior to Jakarta release,AES transform
CVE-2021-42216,broken or risky cryptographic algorithm,,,,,AnonAddy,0.8.5,VerificationController.php
CVE-2021-42583,broken or risky cryptographic algorithm,,exposure of sensitive information,,,Max Mazurov Maddy,before 0.5.2,
CVE-2021-43550,broken or risky cryptographic algorithm,,exposure of sensitive information,,,Patient Information Center iX (PIC iX)|Efficia CM Series,Versions C.02 and C.03|Revisions A.01 to C.0x and 4.0,
CVE-2021-44150,use of weak hashing algorithm,,spoofing of file content,,,tusdotnet,through 2.5.0,
CVE-2021-45081,use of insecure protocol,,,,,Cobbler,through 3.3.1,
CVE-2021-45487,weak cryptographic measures,,,,,NetBSD,through 9.2,IPv4 ID generation algorithm
CVE-2021-45488,,,information leak,,,NetBSD,through 9.2,TCP ISN (ISS) generation algorithm
CVE-2021-45709,improper memory alignment,,unaligned read of a u32,,,crypto2 crate,through 2021-10-08,Chacha20 encryption and decryption
CVE-2021-46559,weak algorithm,,defeat an inspection mechanism for integrity protection,,attacker,Moxa TN-5900 devices,through 3.1,
CVE-2022-20117,improperly used crypto,,decrypt local data encrypted by the GSC,,,Android kernel,,
CVE-2022-21800,unsalted password hashing,,crack the hashed passwords,,attackers,MMP|PTP C-series|PTMP C-series and A5x,All versions prior to v1.0.3|Device versions prior to v2.8.6.1|Device versions prior to v2.5.4.1,
CVE-2022-22327,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM UrbanCode Deploy (UCD),7.0.5|7.1.0|7.1.1|7.1.2,
CVE-2022-22461,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Verify Governance|Identity Manager,10.0.1,
CVE-2022-22462,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Security Verify Governance|Identity Manager virtual appliance component,10.0.1,
CVE-2022-22559,broken or risky cryptographic algorithm,,information disclosure,,unprivileged network attacker,Dell PowerScale OneFS,9.3.0,
CVE-2022-22564,broken cryptographic algorithm,,obtain sensitive information,performing MitM attacks,remote unauthenticated attacker,Dell EMC Unity,versions before 5.2.0.0.5.173,
CVE-2022-23540,default to weak none algorithm,,signature validation bypass,,,jsonwebtoken,<=8.5.1,jwt.verify() function
CVE-2022-24296,broken or risky cryptographic algorithm,,disclosure of encrypted message of the air conditioning systems,sniffing encrypted communications,remote unauthenticated attacker,Air Conditioning System,multiple versions,
CVE-2022-26854,risky cryptographic algorithms,,full system access,,remote unprivileged malicious attacker,Dell PowerScale OneFS,versions 8.2.x-9.2.x,
CVE-2022-29959,insecure credential storage,,,,,,Emerson OpenBSI,through 2022-04-29
CVE-2022-27581,broken or risky cryptographic algorithm,,decrypt the encrypted data,,,SICK RFU61x,firmware version <v2.25,SSH interface
CVE-2022-28370,missing cryptographic validation,,modify the installed firmware,,,Verizon 5G Home LVSKIHP OutDoorUnit (ODU),3.33.101.0,crtc_fw_upgrade RPC endpoint
CVE-2022-28622,weak key exchange algorithms,,remote unauthorized access,,,HPE StoreOnce Software,prior to 4.3.2,SSH server
CVE-2022-29161,use of weak hashing algorithm,,,,,XWiki Platform,versions prior to 13.10.6|14.3.1|14.4-rc-1,Crypto API
CVE-2022-29217,improper algorithm selection,,,,,,PyJWT,versions prior to 2.4.0
CVE-2022-29249,weak encryption,,force decryption of locked text,,unauthorized actors,JavaEZ,1.6,
CVE-2022-29566,improper Fiat-Shamir generation,,,,,,Bulletproofs,2017/1066
CVE-2022-29835,unsafe hashing algorithm,,create forged certificate signatures|impact confidentiality of user content,,attacker,Western Digital WD Discovery,WD Discovery Desktop App versions prior to 4.4.396 on Mac|WD Discovery Desktop App versions prior to 4.4.396 on Windows,
CVE-2022-30111,insecure algorithm for rolling codes,,unlock the mechanism,replay attacks,attackers,MCK Smartlock,1,
CVE-2022-30273,improper message integrity handling,,reduced confidentiality above the block level,ECB Penguin attack,,,Motorola MDLC protocol,through 2022-05-02
CVE-2022-31158,missing nonce claim value validation,,,,,LTI 1.3 Tool Library,prior to version 5.0,
CVE-2022-31230,broken or risky cryptographic algorithm,,full system access,,remote unprivileged malicious attacker,Dell PowerScale OneFS,versions 8.2.x-9.2.x,
CVE-2022-34319,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM CICS TX,11.7,
CVE-2022-34320,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM CICS TX,11.1,
CVE-2022-34361,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Sterling Secure Proxy,6.0.3,
CVE-2022-34444,information vulnerability,,data leak,,remote unauthenticated attacker,Dell PowerScale OneFS,versions 9.2.0.x through 9.4.0.x,
CVE-2022-34632,insufficient cryptography,,,,,Rocket-Chip,commit 4f8114374d8824dfdec03f576a8cd68bebce4e56,/rocket/RocketCore.scala
CVE-2022-34757,use of weak cipher suites,,observe protected communication details,,attacker,Easergy P5,V01.401.102 and prior,SSH connection
CVE-2022-35720,weak cryptographic algorithms,,decrypt sensitive information,,local attacker,IBM Sterling External Authentication Server|IBM Sterling Secure Proxy,6.1.0|6.0.3,
CVE-2022-38391,weak cryptographic algorithms,,decrypt highly sensitive information,,attacker,IBM Spectrum Control,5.4,
CVE-2022-43917,weak cryptographic keys,,decrypt sensitive information,,attacker,IBM WebSphere Application Server,8.5 and 9.0 traditional container,
CVE-2022-45141,weak rc4-hmac encryption,,,,,,Samba Active Directory DCs,
CVE-2022-4610,risky cryptographic algorithm,,,,,Click Studios Passwordstate and Passwordstate Browser Extension Chrome,,
CVE-2022-46140,weak encryption scheme,,decrypt the contents of the debug zip file,,authenticated attacker,,,
CVE-2022-46832,use of weak cipher suites,,decrypt the encrypted data,,low-privileged remote attacker,SICK RFU62x,firmware version < 2.21,SSH interface
CVE-2022-46833,use of weak cipher suites,,decrypt the encrypted data,,low-privileged remote attacker,SICK RFU63x,firmware version < v2.21,SSH interface
CVE-2022-46834,use of weak cipher suites,,decrypt the encrypted data,,low-privileged remote attacker,SICK RFU65x,firmware version < v2.21,SSH interface
CVE-2022-47931,improper hash function,,collision of hash values,,,IO FinNet tss-lib,before 2.0.0,
CVE-2021-36668,improper URL validation,,force a visit to an arbitrary url,port parameter to the Electron App,attackers,Driva inSync,6.9.0,
CVE-2021-37499,improper input sanitization,,inject arbitrary HTTP headers,password parameter in View License Result function,remote attackers,Reprise License Manager (RLM),through 14.2BL4,web interface
CVE-2021-42010,improper log sanitization,,CRLF log injection,,,Heron,<= 20.4-incubating,
CVE-2021-4251,improper input sanitization,,cross site scripting,"manipulation of $_SERVER[""HTTP_USER_AGENT""]",,,,getFullURL in include.cdn.php
CVE-2021-4252,improper input sanitization,,cross site scripting,"manipulation of $_SERVER[""HTTP_USER_AGENT""]",,WP-Ban,,toggle_checkbox in ban-options.php
CVE-2021-4253,improper input sanitization,,cross site scripting,manipulation of site_id,,ctrlo lenio,,Ticket Handler in lib/Lenio.pm
CVE-2021-4254,improper input sanitization,,cross site scripting,manipulation of notice.notice.text,,ctrlo lenio,,Notice Handler in views/layouts/main.tt
CVE-2021-4255,improper input sanitization,,cross site scripting,manipulation of contractor.name,,ctrlo lenio,,views/contractor.tt
CVE-2021-4257,improper input sanitization,,cross site scripting,manipulation of site.org.name/check.name/task.tasktype.name/task.name,,ctrlo lenio,,Task Handler in views/task.tt
CVE-2022-0391,improper input sanitization,,injection attacks,crafted URL,attacker,Python,prior to 3.10.0b1|3.9.5|3.8.11|3.7.11|3.6.14,urllib.parse module
CVE-2022-0581,improper input validation,,denial of service,packet injection|crafted capture file,,Wireshark,3.6.0 to 3.6.1|3.4.0 to 3.4.11,CMS protocol dissector
CVE-2022-0582,improper memory alignment,,denial of service,packet injection|crafted capture file,,Wireshark,3.6.0 to 3.6.1|3.4.0 to 3.4.11,CSN.1 protocol dissector
CVE-2022-1287,improper input validation,,privilege escalation,POST request,,School Club Application System,1,/scas/classes/Users.php?f=save_user
CVE-2022-1509,improper input sanitization,,execute arbitrary code under root context,,,hestiacp/hestiacp,prior to 1.5.12,
CVE-2022-20001,improper input validation,,execute arbitrary commands,changing current directory into one controlled by the attacker,attacker,fish,3.1.0 through 3.3.1,
CVE-2022-20693,insufficient input validation,,injection attack|execute commands with root privileges,sending crafted input to the web UI API,authenticated|remote attacker,Cisco IOS XE Software,,web UI feature
CVE-2022-21705,improper input sanitization,,execute arbitrary code,,,Octobercms,prior to Build 474 (v1.0.474) and v1.1.10,
CVE-2022-22411,excessive permissions,,manipulate cluster resources,inserting code,authenticated user,IBM Spectrum Scale Data Access Services (DAS),5.1.3.1,
CVE-2022-22975,improper input sanitization,,LDAP query injection,changing the common name (CN) of their user entry on the LDAP or AD server to include special characters,malicious user,Pinniped Supervisor,,LADPIdentityProvider or ActiveDirectoryIdentityProvider resources
CVE-2022-23064,,host header injection,account take over,sending a specially crafted host header in the reset password request,,,Snipe-IT,v3.0-alpha to v5.3.7
CVE-2022-23701,,remote host header injection,redirect to an attacker-controlled domain,supplying invalid input to the iLO 4 webserver,attacker,HPE Integrated Lights-Out 4 (iLO 4),Prior to 2.60,
CVE-2022-24039,improper input sanitization,,inject arbitrary content into the generated file,poisoning any of the content used to generate XLS reports,attacker with restricted privileges,Desigo PXC4|Desigo PXC5,All versions < V02.20.142.10-10884,addCell JavaScript function
CVE-2022-24300,improper input validation,,add or modify arbitrary meta fields of the same item stack,,,Minetest,before 5.4.0,
CVE-2022-24888,improper input validation,,create files and folders with leading and trailing \\n|\\r|\\t|and \\v characters,,,Nextcloud Server,prior to versions 20.0.14.4|21.0.8|22.2.4|23.0.1,
CVE-2022-25337,improper input sanitization,,injection attacks,image filenames,,Ibexa DXP ezsystems/ezpublish-kernel,7.5.x before 7.5.26|1.3.x before 1.3.12,
CVE-2022-25366,improper library validation,,DYLIB injection,creating a malicious .dylib file that can be executed via the DYLD_INSERT_LIBRARIES environment variable,attacker,Cryptomator,through 1.6.5,
CVE-2022-25420,improper input sanitization,,execute arbitrary code,crafted HTTP request,attackers,NTT Resonant Incorporated goo blog App Web Application,1,
CVE-2022-28368,improper input sanitization,,remote code execution,a .php file in the src:url field of an @font-face Cascading Style Sheets (CSS) statement,,Dompdf,1.2.1,
CVE-2022-29166,improper input sanitization,,manipulate a Matrix user into executing IRC commands,crafted message,attacker,matrix-appservice-irc,prior to 0.33.2,
CVE-2022-29171,improper command validation,,remote code execution,changing callsignCommand arbitrarily,site admin with administrative access to Sourcegraph's bundled Grafana instance,Sourcegraph,before 3.38.0,gitserver service
CVE-2022-29269,improper input sanitization,,inject HTML tags,,,Nagios XI,through 5.8.5,schedule report function
CVE-2022-3060,improper control of resource identifier,,generate content which could cause a victim to make unintended arbitrary requests,,authenticated attacker,GitLab CE/EE,all versions from 12.7,Error Tracking
CVE-2022-31087,improper file permissions,,gain code execution on the host,writing a web-shell into tmp directory,attacker capable of writing files under www-data privileges,LDAP Account Manager (LAM),prior to 8.0,
CVE-2022-31088,improper access control,,enumerate LDAP data,,,LDAP Account Manager (LAM),prior to 8.0,user name field at login
CVE-2022-31108,improper input sanitization,,change the styling of elements outside of the generated graph|exfiltrate sensitive information,injecting arbitrary CSS into the generated graph,attacker,Mermaid,prior to 9.1.3,
CVE-2022-31180,insufficient escaping of white space,,invoke shell-specific behaviour|invoke arbitrary commands,including whitespace in input,attacker,Shescape,prior to v1.5.8,escape or escapeAll functions with interpolation option
CVE-2022-31593,improper input validation,,control the behavior of the application,injecting code,attacker with low privileges,SAP Business One client,10,
CVE-2022-31657,,URL injection,redirect an authenticated user to an arbitrary domain,,malicious actor with network access,VMware Workspace ONE Access and Identity Manager,,
CVE-2022-31658,improper input validation,,remote code execution,,malicious actor with administrator and network access,VMware Workspace ONE Access|Identity Manager|vRealize Automation,,
CVE-2022-31665,improper input validation,,remote code execution,,malicious actor with administrator and network access,VMware Workspace ONE Access|Identity Manager|vRealize Automation,,
CVE-2022-32269,improper input sanitization,,arbitrary code execution,injecting unsafe javascript: URIs in local HTTP error pages,,Real Player,20.0.8.310,G2 Control
CVE-2022-32453,,HTTP header injection,obtain and/or alter the data of the product,,,Cybozu Office,10.0.0 to 10.8.5,
CVE-2022-3332,improper input sanitization,,sql injection,manipulation of username argument,,SourceCodester Food Ordering Management System,,router.php
CVE-2022-3333,improper input sanitization,,cross site scripting,manipulation of onanimationstart argument,,Zephyr Project Manager,up to 3.2.4,/v1/tasks/create/
CVE-2022-3414,improper input sanitization,,sql injection,manipulation of txtusername argument,,SourceCodester Web-Based Student Clearance System,,/Admin/login.php
CVE-2022-34466,,expression injection,leak sensitive information,,,Mendix Applications,using Mendix 9 (All versions >= V9.11 < V9.15)|using Mendix 9 (V9.12) (All versions < V9.12.3),Workflow subsystem
CVE-2022-3452,improper input sanitization,,cross site scripting,manipulation of category_name argument,,SourceCodester Book Store Management System,1,/category.php
CVE-2022-3453,improper input sanitization,,cross site scripting,manipulation of buyer_name argument,,SourceCodester Book Store Management System,1,/transcation.php
CVE-2022-3467,improper input sanitization,,sql injection,manipulation of inforid argument,,Jiusi OA,,/jsoa/hntdCustomDesktopActionContent
CVE-2022-3470,improper input sanitization,,sql injection,manipulation of sc argument,,SourceCodester Human Resource Management System,,getstatecity.php
CVE-2022-34773,improper HTTP method handling,,add addresses to the DB,POST request to /configuration/addresses-query,,Tabit,,
