"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description"
"CVE-2024-30974","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T23:29:26.077Z","SQL Injection vulnerability in autoexpress v.1.3.0 allows attackers to run arbitrary SQL commands via the carId parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-30868","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T15:28:42.974Z","netentsec NS-ASG 6.3 is vulnerable to SQL Injection via /admin/add_getlogin.php.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-30213","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T17:32:41.255Z","StoneFly Storage Concentrator (SC and SCVM) before 8.0.4.26 allows remote authenticated users to achieve Command Injection via a Ping URL, leading to remote code execution.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-30593","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T17:23:05.271Z","Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability located in the deviceName parameter of the formSetDeviceName function.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-30597","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T20:53:54.483Z","Tenda FH1203 v2.0.1.6 firmware has a stack overflow vulnerability in the security parameter of the formWifiBasicSet function.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-30119","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:59:10.258Z","HCL DRYiCE Optibot Reset Station is impacted by a missing Strict Transport Security Header.  This could allow an attacker to intercept or manipulate data during redirection.","","","","CWE-326","CWE-326 Inadequate Encryption Strength"
"CVE-2024-30927","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T16:44:59.878Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows attackers to execute arbitrary code via the racer-results.php component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30988","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T18:27:38.399Z","Cross Site Scripting vulnerability in /search-invoices.php of phpgurukul Client Management System using PHP & MySQL 1.1 allows attackers to execute arbitrary code and obtain sensitive information via the Search bar.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30635","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T15:52:38.033Z","Tenda F1202 v1.2.0.20(408) has a stack overflow vulnerability located in the funcpara1 parameter in the formSetCfm function.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-30922","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-29T19:06:51.322Z","SQL Injection vulnerability in DerbyNet v9.0 allows a remote attacker to execute arbitrary code via the where Clause in Award Document Rendering.","","","","CWE-200","CWE-200 Exposure of Sensitive Information to an Unauthorized Actor"
"CVE-2024-30979","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T11:12:15.974Z","Cross Site Scripting vulnerability in Cyber Cafe Management System 1.0 allows a remote attacker to execute arbitrary code via the compname parameter in edit-computer-details.php.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30985","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-10T18:46:00.643Z","SQL Injection vulnerability in ""B/W Dates Reports"" page in phpgurukul Client Management System using PHP & MySQL 1.1 allows attacker to execute arbitrary SQL commands via ""todate"" and ""fromdate"" parameters.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-30931","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T15:00:49.748Z","Stored Cross Site Scripting vulnerability in Emby Media Server Emby Media Server 4.8.3.0 allows a remote attacker to escalate privileges via the notifications.html component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30990","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-10T18:42:50.483Z","SQL Injection vulnerability in the ""Invoices"" page in phpgurukul Client Management System using PHP & MySQL 1.1 allows attacker to execute arbitrary SQL commands via ""searchdata"" parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-30928","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-20T03:14:23.094Z","SQL Injection vulnerability in DerbyNet v9.0 and below allows attackers to execute arbitrary SQL commands via 'classids' Parameter in ajax/query.slide.next.inc","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-30983","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-25T17:55:03.292Z","SQL Injection vulnerability in phpgurukul Cyber Cafe Management System Using PHP & MySQL 1.0 allows attackers to run arbitrary SQL commands via the compname parameter in /edit-computer-detail.php file.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-30989","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T16:19:13.576Z","Cross Site Scripting vulnerability in /edit-client-details.php of phpgurukul Client Management System using PHP & MySQL 1.1 allows attackers to execute arbitrary code via the ""cname"", ""comname"", ""state"" and ""city"" parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30920","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T19:29:25.573Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows a remote attacker to execute arbitrary code via the render-document.php component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30165","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T15:13:42.126Z","Amazon AWS Client VPN before 3.9.1 on macOS has a buffer overflow that could potentially allow a local actor to execute arbitrary commands with elevated permissions, a different vulnerability than CVE-2024-30164.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-30986","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T11:14:46.885Z","Cross Site Scripting vulnerability in /edit-services-details.php of phpgurukul Client Management System using PHP & MySQL 1.1 allows attackers to execute arbitrary code and via ""price"" and ""sname"" parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30890","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-25T17:48:29.343Z","Cross Site Scripting vulnerability in ED01-CMS v.1.0 allows an attacker to obtain sensitive information via the categories.php component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30884","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T17:51:05.991Z","Reflected Cross-Site Scripting (XSS) vulnerability in Discuz! version X3.4 20220811, allows remote attackers to execute arbitrary code and obtain sensitive information via crafted payload to the primarybegin parameter in the misc.php component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30633","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T19:52:35.396Z","Tenda FH1205 v2.0.0.7(775) has a stack overflow vulnerability in the security parameter from the formWifiBasicSet function.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-30584","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T17:21:04.089Z","Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability in the security parameter of the formWifiBasicSet function.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-30878","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T15:05:02.738Z","A cross-site scripting (XSS) vulnerability in RageFrame2 v2.6.43, allows remote attackers to execute arbitrary web scripts or HTML and obtain sensitive information via a crafted payload injected into the upload_drive parameter.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-30162","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-10T17:54:29.861Z","Invision Community through 4.7.16 allows remote code execution via the applications/core/modules/admin/editor/toolbar.php IPS\\core\\modules\\admin\\editor\\_toolbar::addPlugin() method. This method handles uploaded ZIP files that are extracted into the applications/core/interface/ckeditor/ckeditor/plugins/ directory without properly verifying their content. This can be exploited by admin users (with the toolbar_manage permission) to write arbitrary PHP files into that directory, leading to execution of arbitrary PHP code in the context of the web server user.","","","","CWE-345","CWE-345 Insufficient Verification of Data Authenticity"
"CVE-2024-30595","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-03T20:47:18.636Z","Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability in the deviceId parameter of the addWifiMacFilter function.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-30620","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T15:07:07.888Z","Tenda AX1803 v1.0.0.1 contains a stack overflow via the serviceName parameter in the function fromAdvSetMacMtuWan.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-30637","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T18:12:42.555Z","Tenda F1202 v1.2.0.20(408) has a command injection vulnerablility in the formWriteFacMac function in the mac parameter.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-30471","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T20:13:44.960Z","Time-of-check Time-of-use (TOCTOU) Race Condition vulnerability in Apache StreamPipes in user self-registration. This allows an attacker to potentially request the creation of multiple accounts with the same email address until the email address is registered, creating many identical users and corrupting StreamPipe's user management. This issue affects Apache StreamPipes: through 0.93.0.  Users are recommended to upgrade to version 0.95.0, which fixes the issue.  ","","","","CWE-367","CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition"
"CVE-2024-30107","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T16:48:45.930Z","HCL Connections contains a broken access control vulnerability that may expose sensitive information to unauthorized users in certain scenarios. ","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-30926","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T20:15:56.142Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows attackers to execute arbitrary code via the ./inc/kiosks.inc component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30924","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T00:23:42.731Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows attackers to execute arbitrary code via the checkin.php component.","","","","CWE-692","CWE-692 Incomplete Denylist to Cross-Site Scripting"
"CVE-2024-30585","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T20:52:39.351Z","Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability in the deviceId parameter of the saveParentControlInfo function.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-30590","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T20:51:22.162Z","Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability in the schedEndTime parameter of the setSchedWifi function.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-30929","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T17:42:16.371Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows attackers to execute arbitrary code via the 'back' Parameter in playlist.php","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30981","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-10T18:47:26.212Z","SQL Injection vulnerability in /edit-computer-detail.php in phpgurukul Cyber Cafe Management System Using PHP & MySQL v1.0 allows attackers to run arbitrary SQL commands via editid in the application URL.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-30977","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T15:28:48.755Z","An issue in Secnet Security Network Intelligent AC Management System v.1.02.040 allows a local attacker to escalate privileges via the password component.","","","","CWE-269","CWE-269 Improper Privilege Management"
"CVE-2024-30921","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T14:20:20.619Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows a remote attacker to execute arbitrary code via the photo.php component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30925","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T19:38:28.988Z","Cross Site Scripting vulnerability in DerbyNet v9.0 and below allows attackers to execute arbitrary code via the photo-thumbs.php component.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30950","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T15:22:23.397Z","A stored cross-site scripting (XSS) vulnerability in FUDforum v3.1.3 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the SQL statements field under /adm/admsql.php.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-30938","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T18:40:02.570Z","SQL Injection vulnerability in SEMCMS v.4.8 allows a remote attacker to obtain sensitive information via the ID parameter in the SEMCMS_User.php component.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-38991","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T21:40:57.735Z","akbr patch-into v1.0.1 was discovered to contain a prototype pollution via the function patchInto. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38963","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T20:20:29.541Z","Nopcommerce 4.70.1 is vulnerable to Cross Site Scripting (XSS) via the combined ""AddProductReview.Title"" and ""AddProductReview.ReviewText"" parameter(s) (Reviews) when creating a new review.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-38623","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:57:44.348Z","In the Linux kernel, the following vulnerability has been resolved:  fs/ntfs3: Use variable length array instead of fixed size  Should fix smatch warning: ntfs_set_label() error: __builtin_memcpy() 'uni->name' too small (20 vs 256)","","","","CWE-129","CWE-129 Improper Validation of Array Index"
"CVE-2024-38443","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T15:41:05.000Z","C/sorting/binary_insertion_sort.c in The Algorithms - C through e5dad3f has a segmentation fault for deep recursion, which may affect common use cases such as sorting an array of 50 elements.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-38447","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-18T13:26:39.593Z","NATO NCI ANET 3.4.1 allows Insecure Direct Object Reference via a modified ID field in a request for a private draft report (that belongs to an arbitrary user).","","","","CWE-639","CWE-639 Authorization Bypass Through User-Controlled Key"
"CVE-2024-38999","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T16:00:22.273Z","jrburke requirejs v2.3.6 was discovered to contain a prototype pollution via the function s.contexts._.configure. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38992","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T21:36:08.732Z","airvertco frappejs v0.0.11 was discovered to contain a prototype pollution via the function registerView. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38548","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T15:43:43.099Z","In the Linux kernel, the following vulnerability has been resolved:  drm: bridge: cdns-mhdp8546: Fix possible null pointer dereference  In cdns_mhdp_atomic_enable(), the return value of drm_mode_duplicate() is assigned to mhdp_state->current_mode, and there is a dereference of it in drm_mode_set_name(), which will lead to a NULL pointer dereference on failure of drm_mode_duplicate().  Fix this bug add a check of mhdp_state->current_mode.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-38873","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:45:54.369Z","An issue was discovered in the friendlycaptcha_official (aka Integration of Friendly Captcha) extension before 0.1.4 for TYPO3. The extension fails to check the requirement of the captcha field in submitted form data, allowing a remote user to bypass the captcha check. This only affects the captcha integration for the ext:form extension.","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-38348","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-18T18:22:20.680Z","CodeProjects Health Care hospital Management System v1.0 was discovered to contain a SQL injection vulnerability in the Staff Info module via the searvalu parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-38993","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T14:52:01.830Z","rjrodger jsonic-next v2.12.1 was discovered to contain a prototype pollution via the function empty. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-38467","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:40:16.091Z","Shenzhen Guoxin Synthesis image system before 8.3.0 allows unauthorized user information retrieval via the queryUser API.","","","","CWE-200","CWE-200 Exposure of Sensitive Information to an Unauthorized Actor"
"CVE-2024-38576","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T15:40:41.143Z","In the Linux kernel, the following vulnerability has been resolved:  rcu: Fix buffer overflow in print_cpu_stall_info()  The rcuc-starvation output from print_cpu_stall_info() might overflow the buffer if there is a huge difference in jiffies difference.  The situation might seem improbable, but computers sometimes get very confused about time, which can result in full-sized integers, and, in this case, buffer overflow.  Also, the unsigned jiffies difference is printed using %ld, which is normally for signed integers.  This is intentional for debugging purposes, but it is not obvious from the code.  This commit therefore changes sprintf() to snprintf() and adds a clarifying comment about intention of %ld format.  Found by Linux Verification Center (linuxtesting.org) with SVACE.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-38996","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T18:37:50.552Z","ag-grid-community v31.3.2 and ag-grid-enterprise v31.3.2 were discovered to contain a prototype pollution via the _.mergeDeep function. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38949","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-03T14:05:27.482Z","Heap Buffer Overflow vulnerability in Libde265 v1.0.15 allows attackers to crash the application via crafted payload to display444as420 function at sdl.cc","","","","CWE-122","CWE-122 Heap-based Buffer Overflow"
"CVE-2024-38605","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-27T17:49:16.979Z","In the Linux kernel, the following vulnerability has been resolved:  ALSA: core: Fix NULL module pointer assignment at card init  The commit 81033c6b584b (""ALSA: core: Warn on empty module"") introduced a WARN_ON() for a NULL module pointer passed at snd_card object creation, and it also wraps the code around it with '#ifdef MODULE'.  This works in most cases, but the devils are always in details.  ""MODULE"" is defined when the target code (i.e. the sound core) is built as a module; but this doesn't mean that the caller is also built-in or not.  Namely, when only the sound core is built-in (CONFIG_SND=y) while the driver is a module (CONFIG_SND_USB_AUDIO=m), the passed module pointer is ignored even if it's non-NULL, and card->module remains as NULL.  This would result in the missing module reference up/down at the device open/close, leading to a race with the code execution after the module removal.  For addressing the bug, move the assignment of card->module again out of ifdef.  The WARN_ON() is still wrapped with ifdef because the module can be really NULL when all sound drivers are built-in.  Note that we keep 'ifdef MODULE' for WARN_ON(), otherwise it would lead to a false-positive NULL module check.  Admittedly it won't catch perfectly, i.e. no check is performed when CONFIG_SND=y.  But, it's no real problem as it's only for debugging, and the condition is pretty rare.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-38550","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T15:41:45.371Z","In the Linux kernel, the following vulnerability has been resolved:  ASoC: kirkwood: Fix potential NULL dereference  In kirkwood_dma_hw_params() mv_mbus_dram_info() returns NULL if CONFIG_PLAT_ORION macro is not defined. Fix this bug by adding NULL check.  Found by Linux Verification Center (linuxtesting.org) with SVACE.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-38541","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T14:19:05.221Z","In the Linux kernel, the following vulnerability has been resolved:  of: module: add buffer overflow check in of_modalias()  In of_modalias(), if the buffer happens to be too small even for the 1st snprintf() call, the len parameter will become negative and str parameter (if not NULL initially) will point beyond the buffer's end. Add the buffer overflow check after the 1st snprintf() call and fix such check after the strlen() call (accounting for the terminating NUL char).","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-38616","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T13:41:19.702Z","In the Linux kernel, the following vulnerability has been resolved:  wifi: carl9170: re-fix fortified-memset warning  The carl9170_tx_release() function sometimes triggers a fortified-memset warning in my randconfig builds:  In file included from include/linux/string.h:254,                  from drivers/net/wireless/ath/carl9170/tx.c:40: In function 'fortify_memset_chk',     inlined from 'carl9170_tx_release' at drivers/net/wireless/ath/carl9170/tx.c:283:2,     inlined from 'kref_put' at include/linux/kref.h:65:3,     inlined from 'carl9170_tx_put_skb' at drivers/net/wireless/ath/carl9170/tx.c:342:9: include/linux/fortify-string.h:493:25: error: call to '__write_overflow_field' declared with attribute warning: detected write beyond size of field (1st parameter); maybe use struct_group()? [-Werror=attribute-warning]   493 |                         __write_overflow_field(p_size_field, size);  Kees previously tried to avoid this by using memset_after(), but it seems this does not fully address the problem. I noticed that the memset_after() here is done on a different part of the union (status) than the original cast was from (rate_driver_data), which may confuse the compiler.  Unfortunately, the memset_after() trick does not work on driver_rates[] because that is part of an anonymous struct, and I could not get struct_group() to do this either. Using two separate memset() calls on the two members does address the warning though.","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption"
"CVE-2024-38573","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-27T18:13:04.610Z","In the Linux kernel, the following vulnerability has been resolved:  cppc_cpufreq: Fix possible null pointer dereference  cppc_cpufreq_get_rate() and hisi_cppc_cpufreq_get_rate() can be called from different places with various parameters. So cpufreq_cpu_get() can return null as 'policy' in some circumstances. Fix this bug by adding null return check.  Found by Linux Verification Center (linuxtesting.org) with SVACE.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-38998","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T20:54:26.234Z","jrburke requirejs v2.3.6 was discovered to contain a prototype pollution via the function config. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38448","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T15:04:29.341Z","htags in GNU Global through 6.6.12 allows code execution in situations where dbpath (aka -d) is untrusted, because shell metacharacters may be used.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-38897","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T20:04:58.240Z","WAVLINK WN551K1'live_check.shtml enables attackers to obtain sensitive router information.","","","","CWE-202","CWE-202 Exposure of Sensitive Information Through Data Queries"
"CVE-2024-38990","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T14:10:00.944Z","Tada5hi sp-common v0.5.4 was discovered to contain a prototype pollution via the function mergeDeep. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-38875","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T13:43:39.226Z","An issue was discovered in Django 4.2 before 4.2.14 and 5.0 before 5.0.7. urlize and urlizetrunc were subject to a potential denial of service attack via certain inputs with a very large number of brackets.","","","","CWE-130","CWE-130 Improper Handling of Length Parameter Inconsistency"
"CVE-2024-38612","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:14:27.847Z","In the Linux kernel, the following vulnerability has been resolved:  ipv6: sr: fix invalid unregister error path  The error path of seg6_init() is wrong in case CONFIG_IPV6_SEG6_LWTUNNEL is not defined. In that case if seg6_hmac_init() fails, the genl_unregister_family() isn't called.  This issue exist since commit 46738b1317e1 (""ipv6: sr: add option to control lwtunnel support""), and commit 5559cea2d5aa (""ipv6: sr: fix possible use-after-free and null-ptr-deref"") replaced unregister_pernet_subsys() with genl_unregister_family() in this error path.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
